token	leaf	recipe	metric	best_before_lqr	best_after_lqr	best_before_pp	best_after_pp	drivor_pp	hist_seed_0	hist_seed_1	hist_seed_1024
c41f71c68ad45f21	V-3	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
c41f71c68ad45f21	V-3	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
c41f71c68ad45f21	V-3	-	time_to_collision_within_bound	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
c41f71c68ad45f21	V-3	-	lane_keeping	0.655	0.5618	0.8683	0.9571	0.9157	1.0	0.5939	1.0
c41f71c68ad45f21	V-3	-	history_comfort	0.9766	0.9775	0.6886	0.7	0.6461	0.9655	0.9746	0.9655
c41f71c68ad45f21	V-3	-	extended_comfort	0.6608	0.6461	0.2395	0.2143	0.3258	0.6897	0.6447	0.6897
c41f71c68ad45f21	V-3	-	ego_progress	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
c41f71c68ad45f21	V-3	-	collision_count	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c41f71c68ad45f21	V-3	-	avg_speed	4.091	3.9628	4.1862	4.9043	3.9611	3.5069	3.6056	3.5069
f077a062ad9b55e9	C-2	-	DS	59.781	60.345	18.115	19.647	17.181	59.971	63.709	59.971
f077a062ad9b55e9	C-2	-	success	0	0	0	0	0	0	0	0
f077a062ad9b55e9	C-2	-	RC_pct	60.39	60.86	30.19	32.74	28.63	60.86	63.71	60.86
f077a062ad9b55e9	C-2	-	penalty	0.989884	0.991573	0.6	0.6	0.6	0.985431	1.0	0.985431
f077a062ad9b55e9	C-2	-	termination	off_drivable	off_drivable	contact_at_fault	contact_at_fault	contact_at_fault	off_drivable	deadlock	off_drivable
f077a062ad9b55e9	C-2	-	term_frame	359	338	67	90	96	334	459	334
f077a062ad9b55e9	C-2	-	detail	off drivable for 0.5 s through frame 359	off drivable for 0.5 s through frame 338	front with 325b42e8d7725ccc	front with 325b42e8d7725ccc	front with 325b42e8d7725ccc	off drivable for 0.5 s through frame 334	< 0.1 m/s for 5 s	off drivable for 0.5 s through frame 334
f077a062ad9b55e9	C-2	-	frames	360	339	68	91	97	335	460	335
f077a062ad9b55e9	C-2	-	warmup	20	20	20	20	20	20	20	20
f077a062ad9b55e9	C-2	-	off_route_pct	1.012	0.843	0.0	0.0	0.0	1.457	0.0	1.457
f077a062ad9b55e9	C-2	-	coll_vehicle	0	0	1	1	1	0	0	0
f077a062ad9b55e9	C-2	-	coll_ped	0	0	0	0	0	0	0	0
f077a062ad9b55e9	C-2	-	coll_layout	0	0	0	0	0	0	0	0
f077a062ad9b55e9	C-2	-	red_light	0	0	0	0	0	0	0	0
f077a062ad9b55e9	C-2	-	comfort	0.8235	0.8667	0.0	0.0	0.0	0.8667	0.9545	0.8667
f077a062ad9b55e9	C-2	-	route_completion	71.7309	73.4807	34.3704	37.2547	33.0476	71.6343	71.4643	71.6343
f077a062ad9b55e9	C-2	-	epdms	0.7551	0.7619	0.6955	0.7277	0.6735	0.7716	0.7445	0.7716
f077a062ad9b55e9	C-2	-	no_at_fault_collisions	1.0	1.0	0.9583	0.9859	0.987	1.0	1.0	1.0
f077a062ad9b55e9	C-2	-	drivable_area_compliance	0.9853	0.9843	1.0	1.0	1.0	0.9841	1.0	0.9841
f077a062ad9b55e9	C-2	-	driving_direction_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
f077a062ad9b55e9	C-2	-	traffic_light_compliance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
f077a062ad9b55e9	C-2	-	time_to_collision_within_bound	1.0	1.0	0.7292	0.831	0.8701	0.9968	1.0	0.9968
f077a062ad9b55e9	C-2	-	lane_keeping	0.85	0.8777	1.0	0.9718	1.0	0.8762	0.5	0.8762
f077a062ad9b55e9	C-2	-	history_comfort	0.9853	0.9906	0.625	0.6338	0.7143	0.9714	0.9841	0.9714
f077a062ad9b55e9	C-2	-	extended_comfort	0.6971	0.7367	0.2083	0.2817	0.2727	0.7714	0.7977	0.7714
f077a062ad9b55e9	C-2	-	ego_progress	0.5579	0.563	0.225	0.2532	0.2078	0.563	0.5945	0.563
f077a062ad9b55e9	C-2	-	collision_count	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
f077a062ad9b55e9	C-2	-	avg_speed	2.0061	2.182	5.1263	4.1476	3.4573	2.1529	1.5642	2.1529
